timestamp,tag,value,alarm_state
2024-08-20 14:00:00,Pressure_202,43.2,OK
2024-08-20 14:00:00,Temp_101,82.75,OK
2024-08-20 14:01:00,Pressure_202,44.09,OK
2024-08-20 14:01:00,Temp_101,85.62,OK
2024-08-20 14:02:00,Pressure_202,45.59,OK
2024-08-20 14:02:00,Temp_101,86.34,OK
2024-08-20 14:03:00,Pressure_202,45.8,OK
2024-08-20 14:03:00,Temp_101,85.9,OK
2024-08-20 14:04:00,Pressure_202,44.82,OK
2024-08-20 14:04:00,Temp_101,87.26,OK
2024-08-20 14:05:00,Pressure_202,46.18,OK
2024-08-20 14:05:00,Temp_101,86.5,OK
2024-08-20 14:06:00,Pressure_202,44.64,OK
2024-08-20 14:06:00,Temp_101,86.16,OK
2024-08-20 14:07:00,Pressure_202,46.31,OK
2024-08-20 14:07:00,Temp_101,88.8,OK
2024-08-20 14:08:00,Pressure_202,46.48,OK
2024-08-20 14:08:00,Temp_101,87.4,OK
2024-08-20 14:09:00,Pressure_202,45.45,OK
2024-08-20 14:09:00,Temp_101,87.7,OK
2024-08-20 14:10:00,Pressure_202,46.01,OK
2024-08-20 14:10:00,Temp_101,90.44,OK
2024-08-20 14:11:00,Pressure_202,45.37,OK
2024-08-20 14:11:00,Temp_101,88.3,OK
2024-08-20 14:12:00,Pressure_202,44.25,OK
2024-08-20 14:12:00,Temp_101,88.6,OK
2024-08-20 14:13:00,Pressure_202,45.47,OK
2024-08-20 14:13:00,Temp_101,89.35,OK
2024-08-20 14:14:00,Pressure_202,45.41,OK
2024-08-20 14:14:00,Temp_101,89.2,OK
2024-08-20 14:15:00,Pressure_202,44.57,OK
2024-08-20 14:15:00,Temp_101,89.5,OK
2024-08-20 14:16:00,Pressure_202,46.64,OK
2024-08-20 14:16:00,Temp_101,89.8,OK
2024-08-20 14:17:00,Pressure_202,44.02,OK
2024-08-20 14:17:00,Temp_101,90.1,OK
2024-08-20 14:18:00,Pressure_202,44.29,OK
2024-08-20 14:18:00,Temp_101,90.4,OK
2024-08-20 14:19:00,Pressure_202,45.74,OK
2024-08-20 14:19:00,Temp_101,90.7,OK
2024-08-20 14:20:00,Pressure_202,43.77,OK
2024-08-20 14:20:00,Temp_101,91.0,OK
2024-08-20 14:21:00,Pressure_202,43.17,OK
2024-08-20 14:21:00,Temp_101,92.76,OK
2024-08-20 14:22:00,Pressure_202,44.93,OK
2024-08-20 14:22:00,Temp_101,90.62,OK
2024-08-20 14:23:00,Pressure_202,45.7,OK
2024-08-20 14:23:00,Temp_101,92.6,OK
2024-08-20 14:24:00,Pressure_202,44.8,OK
2024-08-20 14:24:00,Temp_101,92.2,OK
2024-08-20 14:25:00,Pressure_202,45.01,OK
2024-08-20 14:25:00,Temp_101,92.5,OK
2024-08-20 14:26:00,Pressure_202,46.19,OK
2024-08-20 14:26:00,Temp_101,92.8,OK
2024-08-20 14:27:00,Pressure_202,45.31,OK
2024-08-20 14:27:00,Temp_101,93.1,OK
2024-08-20 14:28:00,Pressure_202,43.95,OK
2024-08-20 14:28:00,Temp_101,94.06,OK
2024-08-20 14:29:00,Pressure_202,44.41,OK
2024-08-20 14:29:00,Temp_101,93.7,OK
2024-08-20 14:30:00,Pressure_202,45.52,OK
2024-08-20 14:30:00,Temp_101,91.23,OK
2024-08-20 14:31:00,Pressure_202,45.12,OK
2024-08-20 14:31:00,Temp_101,94.3,OK
2024-08-20 14:32:00,Pressure_202,46.13,OK
2024-08-20 14:32:00,Temp_101,94.6,OK
2024-08-20 14:33:00,Pressure_202,44.78,OK
2024-08-20 14:33:00,Temp_101,94.9,OK
2024-08-20 14:34:00,Pressure_202,45.15,OK
2024-08-20 14:34:00,Temp_101,94.28,OK
2024-08-20 14:35:00,Pressure_202,44.44,OK
2024-08-20 14:35:00,Temp_101,92.78,OK
2024-08-20 14:36:00,Pressure_202,44.16,OK
2024-08-20 14:36:00,Temp_101,95.8,OK
2024-08-20 14:37:00,Pressure_202,44.41,OK
2024-08-20 14:37:00,Temp_101,96.1,OK
2024-08-20 14:38:00,Pressure_202,44.58,OK
2024-08-20 14:38:00,Temp_101,96.4,OK
2024-08-20 14:39:00,Pressure_202,43.01,OK
2024-08-20 14:39:00,Temp_101,94.39,OK
2024-08-20 14:40:00,Pressure_202,43.86,OK
2024-08-20 14:40:00,Temp_101,97.0,OK
2024-08-20 14:41:00,Pressure_202,44.81,OK
2024-08-20 14:41:00,Temp_101,97.3,OK
2024-08-20 14:42:00,Pressure_202,43.02,OK
2024-08-20 14:42:00,Temp_101,97.6,OK
2024-08-20 14:43:00,Pressure_202,44.97,OK
2024-08-20 14:43:00,Temp_101,99.34,OK
2024-08-20 14:44:00,Pressure_202,45.83,OK
2024-08-20 14:44:00,Temp_101,98.2,OK
2024-08-20 14:45:00,Pressure_202,41.91,OK
2024-08-20 14:45:00,Temp_101,100.29,High
2024-08-20 14:46:00,Pressure_202,44.16,OK
2024-08-20 14:46:00,Temp_101,98.8,OK
2024-08-20 14:47:00,Pressure_202,45.45,OK
2024-08-20 14:47:00,Temp_101,99.69,OK
2024-08-20 14:48:00,Pressure_202,45.03,OK
2024-08-20 14:48:00,Temp_101,99.4,OK
2024-08-20 14:49:00,Pressure_202,43.46,OK
2024-08-20 14:49:00,Temp_101,99.7,OK
2024-08-20 14:50:00,Pressure_202,46.04,OK
2024-08-20 14:50:00,Temp_101,100.0,High
2024-08-20 14:51:00,Pressure_202,45.14,OK
2024-08-20 14:51:00,Temp_101,100.3,High
2024-08-20 14:52:00,Pressure_202,45.6,OK
2024-08-20 14:52:00,Temp_101,99.93,OK
2024-08-20 14:53:00,Pressure_202,45.42,OK
2024-08-20 14:53:00,Temp_101,100.9,High
2024-08-20 14:54:00,Pressure_202,44.46,OK
2024-08-20 14:54:00,Temp_101,101.2,High
2024-08-20 14:55:00,Pressure_202,43.97,OK
2024-08-20 14:55:00,Temp_101,101.5,High
2024-08-20 14:56:00,Pressure_202,45.13,OK
2024-08-20 14:56:00,Temp_101,102.04,High
2024-08-20 14:57:00,Pressure_202,46.03,OK
2024-08-20 14:57:00,Temp_101,102.1,High
2024-08-20 14:58:00,Pressure_202,44.77,OK
2024-08-20 14:58:00,Temp_101,102.4,High
2024-08-20 14:59:00,Pressure_202,45.78,OK
2024-08-20 14:59:00,Temp_101,102.7,High
2024-08-20 15:00:00,Pressure_202,45.64,OK
2024-08-20 15:00:00,Temp_101,103.25,High
2024-08-20 15:01:00,Pressure_202,49.53,OK
2024-08-20 15:01:00,Temp_101,103.3,High
2024-08-20 15:02:00,Pressure_202,49.31,OK
2024-08-20 15:02:00,Temp_101,103.6,High
2024-08-20 15:03:00,Pressure_202,50.77,OK
2024-08-20 15:03:00,Temp_101,103.9,High
2024-08-20 15:04:00,Pressure_202,53.93,OK
2024-08-20 15:04:00,Temp_101,104.2,High
2024-08-20 15:05:00,Pressure_202,56.08,High
2024-08-20 15:05:00,Temp_101,104.5,High
2024-08-20 15:06:00,Pressure_202,57.01,High
2024-08-20 15:06:00,Temp_101,104.8,High
2024-08-20 15:07:00,Pressure_202,57.7,High
2024-08-20 15:07:00,Temp_101,105.1,High
2024-08-20 15:08:00,Pressure_202,58.73,High
2024-08-20 15:08:00,Temp_101,104.26,High
2024-08-20 15:09:00,Pressure_202,60.42,High
2024-08-20 15:09:00,Temp_101,105.7,High
2024-08-20 15:10:00,Pressure_202,60.73,High
2024-08-20 15:10:00,Temp_101,106.0,High
2024-08-20 15:11:00,Pressure_202,59.75,High
2024-08-20 15:11:00,Temp_101,105.88,High
2024-08-20 15:12:00,Pressure_202,57.83,High
2024-08-20 15:12:00,Temp_101,106.6,High
2024-08-20 15:13:00,Pressure_202,56.97,High
2024-08-20 15:13:00,Temp_101,106.9,High
2024-08-20 15:14:00,Pressure_202,54.96,OK
2024-08-20 15:14:00,Temp_101,107.2,High
2024-08-20 15:15:00,Pressure_202,55.09,High
2024-08-20 15:15:00,Temp_101,107.5,High
2024-08-20 15:16:00,Pressure_202,54.9,OK
2024-08-20 15:16:00,Temp_101,107.8,High
2024-08-20 15:17:00,Pressure_202,52.68,OK
2024-08-20 15:17:00,Temp_101,108.61,High
2024-08-20 15:18:00,Pressure_202,48.19,OK
2024-08-20 15:18:00,Temp_101,107.47,High
2024-08-20 15:19:00,Pressure_202,47.85,OK
2024-08-20 15:19:00,Temp_101,109.05,High
2024-08-20 15:20:00,Pressure_202,44.58,OK
2024-08-20 15:20:00,Temp_101,109.0,High
2024-08-20 15:21:00,Pressure_202,44.45,OK
2024-08-20 15:21:00,Temp_101,110.38,HighHigh
2024-08-20 15:22:00,Pressure_202,45.76,OK
2024-08-20 15:22:00,Temp_101,109.6,High
2024-08-20 15:23:00,Pressure_202,42.71,OK
2024-08-20 15:23:00,Temp_101,109.9,High
2024-08-20 15:24:00,Pressure_202,45.28,OK
2024-08-20 15:24:00,Temp_101,110.2,HighHigh
2024-08-20 15:25:00,Pressure_202,46.25,OK
2024-08-20 15:25:00,Temp_101,109.65,High
2024-08-20 15:26:00,Pressure_202,44.89,OK
2024-08-20 15:26:00,Temp_101,110.8,HighHigh
2024-08-20 15:27:00,Pressure_202,45.09,OK
2024-08-20 15:27:00,Temp_101,111.1,HighHigh
2024-08-20 15:28:00,Pressure_202,45.38,OK
2024-08-20 15:28:00,Temp_101,111.4,HighHigh
2024-08-20 15:29:00,Pressure_202,44.34,OK
2024-08-20 15:29:00,Temp_101,111.7,HighHigh
2024-08-20 15:30:00,Pressure_202,45.85,OK
2024-08-20 15:30:00,Temp_101,112.0,HighHigh
2024-08-20 15:31:00,Pressure_202,45.61,OK
2024-08-20 15:31:00,Temp_101,112.3,HighHigh
2024-08-20 15:32:00,Pressure_202,43.72,OK
2024-08-20 15:32:00,Temp_101,112.6,HighHigh
2024-08-20 15:33:00,Pressure_202,45.63,OK
2024-08-20 15:33:00,Temp_101,107.98,High
2024-08-20 15:34:00,Pressure_202,43.83,OK
2024-08-20 15:34:00,Temp_101,113.2,HighHigh
2024-08-20 15:35:00,Pressure_202,45.69,OK
2024-08-20 15:35:00,Temp_101,113.5,HighHigh
2024-08-20 15:36:00,Pressure_202,46.25,OK
2024-08-20 15:36:00,Temp_101,113.8,HighHigh
2024-08-20 15:37:00,Pressure_202,45.8,OK
2024-08-20 15:37:00,Temp_101,114.1,HighHigh
2024-08-20 15:38:00,Pressure_202,47.7,OK
2024-08-20 15:38:00,Temp_101,114.4,HighHigh
2024-08-20 15:39:00,Pressure_202,45.95,OK
2024-08-20 15:39:00,Temp_101,114.7,HighHigh
2024-08-20 15:40:00,Pressure_202,44.58,OK
2024-08-20 15:40:00,Temp_101,115.0,HighHigh
2024-08-20 15:41:00,Pressure_202,44.31,OK
2024-08-20 15:41:00,Temp_101,115.3,HighHigh
2024-08-20 15:42:00,Pressure_202,46.13,OK
2024-08-20 15:42:00,Temp_101,113.99,HighHigh
2024-08-20 15:43:00,Pressure_202,44.94,OK
2024-08-20 15:43:00,Temp_101,115.46,HighHigh
2024-08-20 15:44:00,Pressure_202,44.18,OK
2024-08-20 15:44:00,Temp_101,116.2,HighHigh
2024-08-20 15:45:00,Pressure_202,44.45,OK
2024-08-20 15:45:00,Temp_101,114.44,HighHigh
2024-08-20 15:46:00,Pressure_202,44.97,OK
2024-08-20 15:46:00,Temp_101,116.8,HighHigh
2024-08-20 15:47:00,Pressure_202,43.78,OK
2024-08-20 15:47:00,Temp_101,117.1,HighHigh
2024-08-20 15:48:00,Pressure_202,47.41,OK
2024-08-20 15:48:00,Temp_101,117.4,HighHigh
2024-08-20 15:49:00,Pressure_202,46.71,OK
2024-08-20 15:49:00,Temp_101,117.7,HighHigh
2024-08-20 15:50:00,Pressure_202,45.77,OK
2024-08-20 15:50:00,Temp_101,115.5,HighHigh
2024-08-20 15:51:00,Pressure_202,44.74,OK
2024-08-20 15:51:00,Temp_101,118.3,HighHigh
2024-08-20 15:52:00,Pressure_202,42.68,OK
2024-08-20 15:52:00,Temp_101,118.6,HighHigh
2024-08-20 15:53:00,Pressure_202,47.57,OK
2024-08-20 15:53:00,Temp_101,118.9,HighHigh
2024-08-20 15:54:00,Pressure_202,46.08,OK
2024-08-20 15:54:00,Temp_101,119.2,HighHigh
2024-08-20 15:55:00,Pressure_202,46.06,OK
2024-08-20 15:55:00,Temp_101,121.85,HighHigh
2024-08-20 15:56:00,Pressure_202,44.32,OK
2024-08-20 15:56:00,Temp_101,119.8,HighHigh
2024-08-20 15:57:00,Pressure_202,46.47,OK
2024-08-20 15:57:00,Temp_101,120.38,HighHigh
2024-08-20 15:58:00,Pressure_202,46.69,OK
2024-08-20 15:58:00,Temp_101,120.4,HighHigh
2024-08-20 15:59:00,Pressure_202,43.82,OK
2024-08-20 15:59:00,Temp_101,120.7,HighHigh
2024-08-20 16:00:00,Pressure_202,44.38,OK
2024-08-20 16:00:00,Temp_101,121.0,HighHigh
2024-08-20 16:01:00,Pressure_202,43.54,OK
2024-08-20 16:01:00,Temp_101,123.17,HighHigh
2024-08-20 16:02:00,Pressure_202,46.5,OK
2024-08-20 16:02:00,Temp_101,121.6,HighHigh
2024-08-20 16:03:00,Pressure_202,43.32,OK
2024-08-20 16:03:00,Temp_101,124.24,HighHigh
2024-08-20 16:04:00,Pressure_202,43.56,OK
2024-08-20 16:04:00,Temp_101,122.2,HighHigh
2024-08-20 16:05:00,Pressure_202,46.36,OK
2024-08-20 16:05:00,Temp_101,122.5,HighHigh
2024-08-20 16:06:00,Pressure_202,44.58,OK
2024-08-20 16:06:00,Temp_101,122.8,HighHigh
2024-08-20 16:07:00,Pressure_202,47.47,OK
2024-08-20 16:07:00,Temp_101,123.1,HighHigh
2024-08-20 16:08:00,Pressure_202,44.65,OK
2024-08-20 16:08:00,Temp_101,123.4,HighHigh
2024-08-20 16:09:00,Pressure_202,44.6,OK
2024-08-20 16:09:00,Temp_101,123.7,HighHigh
2024-08-20 16:10:00,Pressure_202,46.0,OK
2024-08-20 16:10:00,Temp_101,122.62,HighHigh
2024-08-20 16:11:00,Pressure_202,44.44,OK
2024-08-20 16:11:00,Temp_101,124.3,HighHigh
2024-08-20 16:12:00,Pressure_202,44.31,OK
2024-08-20 16:12:00,Temp_101,124.6,HighHigh
2024-08-20 16:13:00,Pressure_202,42.71,OK
2024-08-20 16:13:00,Temp_101,124.9,HighHigh
2024-08-20 16:14:00,Pressure_202,45.2,OK
2024-08-20 16:14:00,Temp_101,125.2,HighHigh
2024-08-20 16:15:00,Pressure_202,44.92,OK
2024-08-20 16:15:00,Temp_101,125.5,HighHigh
2024-08-20 16:16:00,Pressure_202,45.49,OK
2024-08-20 16:16:00,Temp_101,125.8,HighHigh
2024-08-20 16:17:00,Pressure_202,45.47,OK
2024-08-20 16:17:00,Temp_101,124.31,HighHigh
2024-08-20 16:18:00,Pressure_202,44.9,OK
2024-08-20 16:18:00,Temp_101,126.4,HighHigh
2024-08-20 16:19:00,Pressure_202,44.53,OK
2024-08-20 16:19:00,Temp_101,126.7,HighHigh
2024-08-20 16:20:00,Pressure_202,44.52,OK
2024-08-20 16:20:00,Temp_101,127.0,HighHigh
2024-08-20 16:21:00,Pressure_202,43.77,OK
2024-08-20 16:21:00,Temp_101,127.3,HighHigh
2024-08-20 16:22:00,Pressure_202,42.98,OK
2024-08-20 16:22:00,Temp_101,127.6,HighHigh
2024-08-20 16:23:00,Pressure_202,45.06,OK
2024-08-20 16:23:00,Temp_101,127.9,HighHigh
2024-08-20 16:24:00,Pressure_202,44.66,OK
2024-08-20 16:24:00,Temp_101,129.82,HighHigh
2024-08-20 16:25:00,Pressure_202,45.3,OK
2024-08-20 16:25:00,Temp_101,128.5,HighHigh
2024-08-20 16:26:00,Pressure_202,45.96,OK
2024-08-20 16:26:00,Temp_101,128.8,HighHigh
2024-08-20 16:27:00,Pressure_202,44.91,OK
2024-08-20 16:27:00,Temp_101,132.1,HighHigh
2024-08-20 16:28:00,Pressure_202,46.07,OK
2024-08-20 16:28:00,Temp_101,129.4,HighHigh
2024-08-20 16:29:00,Pressure_202,44.97,OK
2024-08-20 16:29:00,Temp_101,129.7,HighHigh
2024-08-20 16:30:00,Pressure_202,44.64,OK
2024-08-20 16:30:00,Temp_101,128.04,HighHigh
2024-08-20 16:31:00,Pressure_202,45.76,OK
2024-08-20 16:31:00,Temp_101,130.3,HighHigh
2024-08-20 16:32:00,Pressure_202,44.16,OK
2024-08-20 16:32:00,Temp_101,130.6,HighHigh
2024-08-20 16:33:00,Pressure_202,44.12,OK
2024-08-20 16:33:00,Temp_101,130.9,HighHigh
2024-08-20 16:34:00,Pressure_202,44.29,OK
2024-08-20 16:34:00,Temp_101,128.28,HighHigh
2024-08-20 16:35:00,Pressure_202,45.61,OK
2024-08-20 16:35:00,Temp_101,129.51,HighHigh
2024-08-20 16:36:00,Pressure_202,45.64,OK
2024-08-20 16:36:00,Temp_101,128.66,HighHigh
2024-08-20 16:37:00,Pressure_202,45.63,OK
2024-08-20 16:37:00,Temp_101,132.1,HighHigh
2024-08-20 16:38:00,Pressure_202,44.72,OK
2024-08-20 16:38:00,Temp_101,132.4,HighHigh
2024-08-20 16:39:00,Pressure_202,43.69,OK
2024-08-20 16:39:00,Temp_101,132.7,HighHigh
2024-08-20 16:40:00,Pressure_202,44.8,OK
2024-08-20 16:40:00,Temp_101,133.0,HighHigh
2024-08-20 16:41:00,Pressure_202,45.0,OK
2024-08-20 16:41:00,Temp_101,133.3,HighHigh
2024-08-20 16:42:00,Pressure_202,46.02,OK
2024-08-20 16:42:00,Temp_101,136.64,HighHigh
2024-08-20 16:43:00,Pressure_202,45.4,OK
2024-08-20 16:43:00,Temp_101,136.61,HighHigh
2024-08-20 16:44:00,Pressure_202,45.06,OK
2024-08-20 16:44:00,Temp_101,135.29,HighHigh
2024-08-20 16:45:00,Pressure_202,43.68,OK
2024-08-20 16:45:00,Temp_101,134.5,HighHigh
2024-08-20 16:46:00,Pressure_202,46.52,OK
2024-08-20 16:46:00,Temp_101,134.8,HighHigh
2024-08-20 16:47:00,Pressure_202,44.13,OK
2024-08-20 16:47:00,Temp_101,135.1,HighHigh
2024-08-20 16:48:00,Pressure_202,44.05,OK
2024-08-20 16:48:00,Temp_101,135.4,HighHigh
2024-08-20 16:49:00,Pressure_202,45.47,OK
2024-08-20 16:49:00,Temp_101,135.7,HighHigh
2024-08-20 16:50:00,Pressure_202,44.66,OK
2024-08-20 16:50:00,Temp_101,135.77,HighHigh
2024-08-20 16:51:00,Pressure_202,44.82,OK
2024-08-20 16:51:00,Temp_101,137.48,HighHigh
2024-08-20 16:52:00,Pressure_202,45.42,OK
2024-08-20 16:52:00,Temp_101,136.6,HighHigh
2024-08-20 16:53:00,Pressure_202,45.56,OK
2024-08-20 16:53:00,Temp_101,136.9,HighHigh
2024-08-20 16:54:00,Pressure_202,46.31,OK
2024-08-20 16:54:00,Temp_101,137.2,HighHigh
2024-08-20 16:55:00,Pressure_202,45.25,OK
2024-08-20 16:55:00,Temp_101,137.5,HighHigh
2024-08-20 16:56:00,Pressure_202,44.8,OK
2024-08-20 16:56:00,Temp_101,137.8,HighHigh
2024-08-20 16:57:00,Pressure_202,46.14,OK
2024-08-20 16:57:00,Temp_101,137.95,HighHigh
2024-08-20 16:58:00,Pressure_202,45.02,OK
2024-08-20 16:58:00,Temp_101,138.4,HighHigh
2024-08-20 16:59:00,Pressure_202,45.14,OK
2024-08-20 16:59:00,Temp_101,138.7,HighHigh
